# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
V_-ssRNAviruses	Articulavirales	Amnoonviridae		Tilapinevirus	Amnoonviridae	Tilapia tilapinevirus	KU751814, KU751815, KU751816, KU751817, KU751818, KU751819, KU751820, KU751821, KU751822, KU751823	NC_029926, NC_029921, NC_029927, NC_029922, NC_029923, NC_029928, NC_029924, NC_029929, NC_029925, NC_029930	KU751814, KU751815, KU751816, KU751817, KU751818, KU751819, KU751820, KU751821, KU751822, KU751823	Tilapia lake virus isolate Til-4-2011 segment 1, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 2, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 3, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 4, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 5, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 6, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 7, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 8, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 9, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 10, complete sequence.	vertebrates
V_-ssRNAviruses	Mononegavirales	Pneumoviridae		Pneumovirus	Pneumoviridae	Canine pneumovirus	KF015281	NC_025344	KF015281	Canine pneumovirus strain dog/Bari/100-12/ITA/2012, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Pneumoviridae		Pneumovirus	Pneumoviridae	Respiratory syncytial virus	U39661	NC_001803	U39661	Respiratory syncytial virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Almendravirus	Rhabdoviridae	Arboretum almendravirus	KC994644	NC_025393	KC994644	Arboretum virus isolate Lo-121, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Almendravirus	Rhabdoviridae	Balsa almendravirus	KX228198		KX228198	UNVERIFIED: Balsa virus strain CoB 76, complete sequence.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Almendravirus	Rhabdoviridae	Coot Bay almendravirus	KX228196		KX228196	UNVERIFIED: Coot Bay virus strain EVG5-53, complete sequence.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Almendravirus	Rhabdoviridae	Puerto Almendras almendravirus	KF534749	NC_025395	KF534749	Puerto Almendras virus isolate LO-39, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Almendravirus	Rhabdoviridae	Rio Chico almendravirus	KX228197		KX228197	UNVERIFIED: Rio Chico virus strain GAM 195, complete sequence.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Curiovirus	Rhabdoviridae	Curionopolis curiovirus	KJ701190	NC_025354	KJ701190	Curionopolis virus isolate BE AR 440009, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Curiovirus	Rhabdoviridae	Curionopolis curiovirus	KM204994		KM204994	Curionopolis virus nucleoprotein, phosphoprotein, matrix, hypothetical proteins, glycoprotein, hypothetical proteins, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Curiovirus	Rhabdoviridae	Iriri curiovirus	KM204995	NC_034544	KM204995	Iriri virus nucleoprotein, phosphoprotein, matrix, hypothetical proteins, glycoprotein, hypothetical proteins, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Curiovirus	Rhabdoviridae	Itacaiunas curiovirus	KM204984	NC_034536	KM204984	Itacaiunas virus nucleoprotein, phosphoprotein, matrix, hypothetical protein, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Curiovirus	Rhabdoviridae	Rochambeau curiovirus	KM205012	NC_034534	KM205012	Rochambeau virus nucleoprotein, phosphoprotein, matrix, hypothetical proteins, glycoprotein, hypothetical proteins, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Cytorhabdovirus	Rhabdoviridae	Alfalfa dwarf cytorhabdovirus	KP205452	NC_028237	KP205452	Alfalfa dwarf virus isolate Manfredi, complete genome.	plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Cytorhabdovirus	Rhabdoviridae	Barley yellow striate mosaic cytorhabdovirus	FJ665628		FJ665628	Barley yellow striate mosaic virus isolate Zanjan-1 polymerase (L) gene, complete cds.	plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Cytorhabdovirus	Rhabdoviridae	Barley yellow striate mosaic cytorhabdovirus	KM213865	NC_028244	KM213865	Barley yellow striate mosaic virus strain Hebei, complete genome.	plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Cytorhabdovirus	Rhabdoviridae	Colocasia bobone disease-associated cytorhabdovirus	KT381973	NC_034551	KT381973	Colocasia bobone disease-associated virus strain SI, complete genome.	plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Cytorhabdovirus	Rhabdoviridae	Lettuce necrotic yellows cytorhabdovirus	AJ867584	NC_007642	AJ867584	Lettuce necrotic yellows virus, genomic RNA, complete genome.	invertebrates, plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Cytorhabdovirus	Rhabdoviridae	Lettuce yellow mottle cytorhabdovirus	EF687738	NC_011532	EF687738	Lettuce yellow mottle virus, complete genome.	invertebrates, plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Cytorhabdovirus	Rhabdoviridae	Northern cereal mosaic cytorhabdovirus	AB030277	NC_002251	AB030277	Northern cereal mosaic virus genomic RNA, complete genome.	invertebrates, plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Cytorhabdovirus	Rhabdoviridae	Northern cereal mosaic cytorhabdovirus	GU985153		GU985153	Northern cereal mosaic virus isolate Hebei, complete genome.	invertebrates, plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Cytorhabdovirus	Rhabdoviridae	Persimmon virus A	AB735628	NC_018381	AB735628	Persimmon virus A viral cRNA, complete genome, clone: Kaki13-14.	invertebrates, plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Cytorhabdovirus	Rhabdoviridae	Wuhan Insect virus 4	KM817650	NC_031225	KM817650	Wuhan Insect virus 4 strain YCYC03 nucleocapsid (N), phosphoprotein (P), 4b protein (4b), putative matrix protein (ORF4), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Cytorhabdovirus	Rhabdoviridae	Wuhan Insect virus 5	KM817651	NC_031227	KM817651	Wuhan Insect virus 5 strain YCYC02 nucleocapsid (N), phosphoprotein (P), 4b protein (4b), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Cytorhabdovirus	Rhabdoviridae	Wuhan Insect virus 6	KM817652	NC_031232	KM817652	Wuhan Insect virus 6 strain SXCC01-1 nucleocapsid (N), phosphoprotein (P), 4b protein (4b), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ephemerovirus	Rhabdoviridae	Adelaide River ephemerovirus	JN935380	NC_028246	JN935380	Adelaide River virus isolate DPP61, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ephemerovirus	Rhabdoviridae	Berrimah ephemerovirus	HM461974	NC_025358	HM461974	Berrimah virus strain DPP 63, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ephemerovirus	Rhabdoviridae	Bovine fever ephemerovirus	AF234533	NC_002526	AF234533	Bovine ephemeral fever virus, complete genome.	invertebrates, vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ephemerovirus	Rhabdoviridae	Kimberley ephemerovirus	JQ941664	NC_025396	JQ941664	Kimberley virus isolate CS368, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ephemerovirus	Rhabdoviridae	Koolpinyah ephemerovirus	KM085029	NC_028239	KM085029	Koolpinyah virus isolate DPP819, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ephemerovirus	Rhabdoviridae	Kotonkan ephemerovirus	HM474855	NC_017714	HM474855	Kotonkan virus isolate IbAr23380 from Nigeria, complete genome.	invertebrates, vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ephemerovirus	Rhabdoviridae	Malakal virus	JQ941707	NC_025400	JQ941707	Malakal virus isolate SudAr 1169-64, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ephemerovirus	Rhabdoviridae	Obodhiang ephemerovirus	HM856902	NC_017685	HM856902	Obodhiang virus isolate Obodhiang from Sudan, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ephemerovirus	Rhabdoviridae	Yata ephemerovirus	KM085030	NC_028241	KM085030	Yata virus isolate DakArB 2181, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Hapavirus	Rhabdoviridae	Flanders hapavirus	KM205002		KM205002	Flanders virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Hapavirus	Rhabdoviridae	Flanders virus	KJ958896	NC_028235	KJ958896	Flanders virus isolate BE AN 781455, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Hapavirus	Rhabdoviridae	Gray Lodge hapavirus	KM205022	NC_034541	KM205022	Gray Lodge virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Hapavirus	Rhabdoviridae	Hart Park hapavirus	KM205011	NC_034447	KM205011	Hart Park virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Hapavirus	Rhabdoviridae	Joinjakaka hapavirus	KM205016	NC_034538	KM205016	Joinjakaka virus nucleoprotein, phosphoprotein, hypothetical protein, matrix, glycoprotein, hypothetical proteins, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Hapavirus	Rhabdoviridae	Kamese hapavirus	KM204989	NC_034450	KM204989	Kamese virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Hapavirus	Rhabdoviridae	La Joya hapavirus	KM204986	NC_034537	KM204986	La Joya virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, hypothetical proteins, glycoprotein, hypothetical proteins, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Hapavirus	Rhabdoviridae	Landjia hapavirus	KM205010	NC_034533	KM205010	Landjia virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical proteins, and polymerase genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Hapavirus	Rhabdoviridae	Manitoba hapavirus	KM205008	NC_034531	KM205008	Manitoba virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Hapavirus	Rhabdoviridae	Marco hapavirus	KM205005	NC_034530	KM205005	Marco virus nucleoprotein, phosphoprotein, matrix, glycoprotein, hypothetical proteins, and polymerase genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Hapavirus	Rhabdoviridae	Mosqueiro hapavirus	KM205014	NC_034448	KM205014	Mosqueiro virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Hapavirus	Rhabdoviridae	Mossuril hapavirus	KM204993		KM204993	Mossuril virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Hapavirus	Rhabdoviridae	Ngaingan hapavirus	FJ715959	NC_013955	FJ715959	Ngaingan virus strain MRM14556, complete genome.	invertebrates, vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Hapavirus	Rhabdoviridae	Ord River hapavirus	KM205025	NC_034543	KM205025	Ord River virus nucleoprotein, hypothetical protein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Hapavirus	Rhabdoviridae	Parry Creek hapavirus	KM204988	NC_034449	KM204988	Parry Creek virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Hapavirus	Rhabdoviridae	Wongabel hapavirus	EF612701	NC_011639	EF612701	Wongabel virus strain CS264, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ledantevirus	Rhabdoviridae	Barur ledantevirus	KM204983	NC_034535	KM204983	Barur virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ledantevirus	Rhabdoviridae	Fikirini ledantevirus	KC676792	NC_025341	KC676792	Fikirini bat rhabdovirus isolate KEN352, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ledantevirus	Rhabdoviridae	Fukuoka ledantevirus	KM205001	NC_034454	KM205001	Fukuoka virus nucleoprotein, phosphoprotein, matrix, hypothetical protein, glycoprotein, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ledantevirus	Rhabdoviridae	Kern Canyon ledantevirus	KM204992	NC_034451	KM204992	Kern Canyon virus nucleoprotein, phosphoprotein, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ledantevirus	Rhabdoviridae	Keuraliba ledantevirus	KM205021	NC_034540	KM205021	Keuraliba virus nucleoprotein, phosphoprotein, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ledantevirus	Rhabdoviridae	Kolente ledantevirus	KC984953	NC_025342	KC984953	Kolente virus isolate DakAr K7292, complete genome.	vertebrates, invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ledantevirus	Rhabdoviridae	Kumasi ledantevirus	KJ179955	NC_028236	KJ179955	Kumasi rhabdbovirus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ledantevirus	Rhabdoviridae	Le Dantec ledantevirus	KM205006	NC_034443	KM205006	Le Dantec virus nucleoprotein, phosphoprotein, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ledantevirus	Rhabdoviridae	Mount Elgon bat ledantevirus	KM205026	NC_034545	KM205026	Mount Elgon bat virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ledantevirus	Rhabdoviridae	Nishimuro ledantevirus	AB609604		AB609604	Nishimuro virus viral cRNA for hypothetical proteins, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ledantevirus	Rhabdoviridae	Nkolbisson ledantevirus	KM205017	NC_034539	KM205017	Nkolbisson virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ledantevirus	Rhabdoviridae	Oita ledantevirus	KM204998	NC_034548	KM204998	Oita virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ledantevirus	Rhabdoviridae	Wuhan ledantevirus	KM817654	NC_031301	KM817654	Wuhan Louse Fly Virus 5 strain BFJSC-5 nucleocapsid (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Ledantevirus	Rhabdoviridae	Yongjia ledantevirus	KM817662	NC_031305	KM817662	Yongjia Tick Virus 2 strain YJ1-2 nucleocapsid (N), putative phosphoprotein (ORF2), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Lyssavirus	Rhabdoviridae	Aravan lyssavirus	EF614259	NC_020808	EF614259	Aravan virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Lyssavirus	Rhabdoviridae	Australian bat lyssavirus	AF081020	NC_003243	AF081020	Australian bat lyssavirus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Lyssavirus	Rhabdoviridae	Bokeloh bat lyssavirus	JF311903	NC_025251	JF311903	Bokeloh bat lyssavirus isolate 21961, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Lyssavirus	Rhabdoviridae	Duvenhage lyssavirus	EU293119	NC_020810	EU293119	Duvenhage virus isolate 86132SA, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Lyssavirus	Rhabdoviridae	European bat 1 lyssavirus	EF157976	NC_009527	EF157976	European bat lyssavirus 1 isolate RV9, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Lyssavirus	Rhabdoviridae	European bat 2 lyssavirus	EF157977	NC_009528	EF157977	European bat lyssavirus 2 isolate RV1333, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Lyssavirus	Rhabdoviridae	Gannoruwa bat lyssavirus	KU244266	NC_031988	KU244266	Gannoruwa bat lyssavirus isolate RV3266, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Lyssavirus	Rhabdoviridae	Ikoma lyssavirus	JX193798	NC_018629	JX193798	Ikoma lyssavirus isolate RV2508, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Lyssavirus	Rhabdoviridae	Irkut lyssavirus	EF614260	NC_020809	EF614260	Irkut virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Lyssavirus	Rhabdoviridae	Khujand lyssavirus	EF614261	NC_025385	EF614261	Khujand lyssavirus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Lyssavirus	Rhabdoviridae	Lagos bat lyssavirus	EU293108	NC_020807	EU293108	Lagos bat virus isolate 0406SEN, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Lyssavirus	Rhabdoviridae	Lleida bat lyssavirus	KY006983	NC_031955	KY006983	Lleida bat lyssavirus isolate RV3208, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Lyssavirus	Rhabdoviridae	Lyssavirus Ozernoe	FJ905105	NC_025408	FJ905105	Lyssavirus Ozernoe, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Lyssavirus	Rhabdoviridae	Mokola lyssavirus	Y09762	NC_006429	Y09762	Mokola virus genes encoding nucleoprotein, phosphoprotein, matrice protein, glycoprotein and polymerase.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Lyssavirus	Rhabdoviridae	Rabies lyssavirus	M13215	NC_001542	M13215	Rabies virus M2, M1, G, N, and L genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Lyssavirus	Rhabdoviridae	Shimoni bat lyssavirus	GU170201	NC_025365	GU170201	Shimoni bat virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Lyssavirus	Rhabdoviridae	West Caucasian bat lyssavirus	EF614258	NC_025377	EF614258	West Caucasian bat virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Novirhabdovirus	Rhabdoviridae	Hirame novirhabdovirus	AF104985	NC_005093	AF104985	Hirame rhabdovirus strain CA 9703, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Novirhabdovirus	Rhabdoviridae	Piscine novirhabdovirus (Viral hemorrhagic septicemia virus Fil3)	Y18263	NC_000855	Y18263	Viral hemorrhagic septicemia virus Fil3 complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Novirhabdovirus	Rhabdoviridae	Salmonid novirhabdovirus (Infectious hematopoietic necrosis virus)	L40883	NC_001652	L40883	Infectious hematopoietic necrosis virus complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Novirhabdovirus	Rhabdoviridae	Snakehead novirhabdovirus	AF147498	NC_000903	AF147498	Snakehead rhabdovirus complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Nucleorhabdovirus	Rhabdoviridae	Datura yellow vein nucleorhabdovirus	KM823531	NC_028231	KM823531	Datura yellow vein virus, complete genome.	plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Nucleorhabdovirus	Rhabdoviridae	Eggplant mottled dwarf nucleorhabdovirus	KJ082087	NC_025389	KJ082087	Eggplant mottled dwarf virus isolate Agapanthus, complete genome.	invertebrates, plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Nucleorhabdovirus	Rhabdoviridae	Maize fine streak nucleorhabdovirus	AY618417	NC_005974	AY618417	Maize fine streak virus, complete genome.	invertebrates, plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Nucleorhabdovirus	Rhabdoviridae	Maize Iranian mosaic nucleorhabdovirus	DQ186554	NC_011542	DQ186554	Iranian maize mosaic nucleorhabdovirus, complete genome.	invertebrates, plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Nucleorhabdovirus	Rhabdoviridae	Maize mosaic nucleorhabdovirus	AY618418	NC_005975	AY618418	Maize mosaic virus, complete genome.	invertebrates, plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Nucleorhabdovirus	Rhabdoviridae	Potato yellow dwarf nucleorhabdovirus	GU734660	NC_016136	GU734660	Potato yellow dwarf virus strain SYDV, complete genome.	invertebrates, plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Nucleorhabdovirus	Rhabdoviridae	Rice yellow stunt nucleorhabdovirus	AB011257	NC_003746	AB011257	Rice yellow stunt virus genomic RNA, complete sequence, viral complementary strand.	invertebrates, plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Nucleorhabdovirus	Rhabdoviridae	Sonchus yellow net nucleorhabdovirus	L32603	NC_001615	L32603	Sonchus yellow net virus complete genome.	invertebrates, plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Nucleorhabdovirus	Rhabdoviridae	Taro vein chlorosis nucleorhabdovirus	AY674964	NC_006942	AY674964	Taro vein chlorosis virus, complete genome.	invertebrates, plants
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Perhabdovirus	Rhabdoviridae	Anguillid perhabdovirus (Eel virus European X)	FN557213	NC_022581	FN557213	Eel Virus European X complete genome, viral cRNA, isolate 153311.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Perhabdovirus	Rhabdoviridae	Perch perhabdovirus	JX679246	NC_020803	JX679246	Perch rhabdovirus isolate PRV nucleocapsid (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and RNA dependant RNA polymerase (L) genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Sigmavirus	Rhabdoviridae	Drosophila affinis sigmavirus	KR822811		KR822811	Drosophila affinis sigmavirus nucleocapsid protein (N), polymerase-associated protein (P), PP3 (X), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Sigmavirus	Rhabdoviridae	Drosophila ananassae sigmavirus	KR822812		KR822812	Drosophila ananassae sigmavirus nucleocapsid protein (N), polymerase-associated protein (P), PP3 (X), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Sigmavirus	Rhabdoviridae	Drosophila immigrans sigmavirus	KX884434		KX884434	Drosophila immigrans sigmavirus strain SCM45623 nucleocapsid protein, polymerase-associated protein, PP3, matrix protein, glycoprotein, and RNA-dependent RNA polymerase genes, complete cds.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Sigmavirus	Rhabdoviridae	Drosophila melanogaster sigmavirus	AM689309	NC_013135	AM689309	Drosophila melanogaster sigma virus AP30 N, P, X, M, G and L genes, genomic RNA, isolate AP30.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Sigmavirus	Rhabdoviridae	Drosophila melanogaster sigmavirus	GQ375258		GQ375258	Drosophila melanogaster sigma virus HAP23, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Sigmavirus	Rhabdoviridae	Drosophila obscura sigmavirus	GQ410979	NC_022580	GQ410979	Drosophila obscura sigma virus 10A, complete genome.	invertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Sprivivirus	Rhabdoviridae	Carp sprivivirus	U18101	NC_002803	U18101	Spring viremia of carp virus, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Sprivivirus	Rhabdoviridae	Grass carp sprivivirus	KC113518	NC_025376	KC113518	Grass carp rhabdovirus V76, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Sprivivirus	Rhabdoviridae	Pike fry sprivivirus	FJ872827	NC_025356	FJ872827	Pike fry rhabdovirus isolate F4, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Sprivivirus	Rhabdoviridae	Tench sprivivirus	KC113517	NC_025371	KC113517	Tench rhabdovirus S64, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Sripuvirus	Rhabdoviridae	Almpiwar sripuvirus	KJ399977	NC_025391	KJ399977	Almpiwar virus isolate MRM4059, complete genome.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Sripuvirus	Rhabdoviridae	Chaco sripuvirus	KM205000	NC_034550	KM205000	Chaco virus nucleoprotein, hypothetical protein, phosphoprotein, matrix, hypothetical protein, glycoprotein, hypothetical protein, and polymerase genes, complete cds.	vertebrates
V_-ssRNAviruses	Mononegavirales	Rhabdoviridae		Sripuvirus	Rhabdoviridae	Niakha sripuvirus	KC585008	NC_025405	KC585008	Niakha virus isolate DakArD 88909, complete genome.	invertebrates
